0.02;0.017;-0.024;6.23;-21.805;-7.77;946.304;477.538
0.041;0.028;-0.023;7.665;-23.625;-10.01;946.101;479.318
0.044;0.024;-0.012;7.77;-24.29;-10.675;946.101;479.401
0.039;0.027;-0.024;8.015;-24.78;-12.285;946.088;479.495
0.03;0.014;-0.019;8.715;-26.39;-14.7;946.032;479.894
0.046;0.015;-0.018;9.065;-26.81;-13.895;946.032;480.009
0.047;0.019;-0.021;9.59;-28.105;-15.75;946.044;479.914
0.06;0.02;-0.036;10.045;-29.435;-17.185;945.901;480.859
0.053;0.021;-0.022;10.745;-30.59;-18.865;945.842;481.561
0.057;0.028;-0.016;11.865;-32.13;-23.1;945.842;481.694
0.059;0.021;-0.023;12.355;-32.83;-21.98;945.786;482.154
0.06;0.017;-0.015;12.915;-33.355;-24.43;945.786;482.183
0.053;0.033;-0.024;14.98;-34.475;-27.16;945.767;482.288
0.064;0.033;-0.012;16.31;-35.665;-29.19;945.767;482.351
0.064;0.037;0.01;18.06;-36.4;-29.855;945.714;482.789
0.054;0.043;-0.012;19.985;-36.785;-28.91;945.648;483.364
0.061;0.035;-0.021;20.93;-36.995;-28.63;945.648;483.399
0.081;0.047;-0.009;22.82;-37.1;-24.71;945.682;483.107
0.09;0.022;-0.02;23.87;-37.31;-24.22;945.765;482.555
0.092;0.04;-0.012;25.725;-38.745;-29.12;945.628;483.278
0.093;0.044;-0.011;28.28;-39.725;-27.265;945.628;483.572
0.073;0.047;-0.002;30.1;-40.11;-25.585;945.693;483.039
0.07;0.047;-0.018;31.045;-40.145;-15.715;945.824;481.923
0.069;0.059;-0.016;32.06;-40.6;-4.095;945.799;482.02
0.083;0.059;-0.02;32.27;-41.51;6.16;945.799;482.072
0.086;0.049;-0.019;32.585;-42.945;17.57;945.748;482.491
0.116;0.055;-0.019;32.165;-43.715;19.04;945.821;482.037
0.127;0.063;-0.015;32.13;-45.01;21.735;945.821;481.889
0.002;0.038;-0.01;31.185;-46.27;46.795;945.917;481.048
0.135;0.048;-0.022;30.065;-47.74;61.705;945.887;481.278
0.151;0.033;-0.019;26.215;-50.12;85.575;946.029;480.355
0.157;0.011;-0.037;20.895;-53.585;96.95;946.029;480.047
0.164;0.003;-0.032;11.235;-59.535;116.34;946.127;479.192
0.584;0.808;-0.139;-23.8;-70.56;68.145;946.447;476.385
0.144;-0.051;-0.042;-30.1;-62.755;56.735;946.533;475.79
0.121;-0.051;-0.036;-35.665;-72.03;50.33;946.533;475.611
0.121;-0.02;-0.008;-42.385;-72.45;44.135;946.676;474.362
0.086;-0.027;-0.038;-45.43;-73.15;30.03;946.78;473.651
0.053;-0.013;-0.037;-47.53;-73.29;17.5;946.78;473.434
0.049;0.004;-0.034;-48.79;-72.485;10.85;946.919;472.504
0.018;0.004;-0.021;-49.805;-71.435;7.385;947.151;470.669
0.005;0.028;-0.029;-49.245;-70.175;6.055;947.151;470.185
-0.028;0.032;-0.013;-48.055;-67.97;5.075;947.26;469.431
-0.036;0.058;-0.016;-30.275;-44.52;3.535;947.26;469.191
-0.063;0.084;-0.033;-43.575;-59.92;13.615;947.448;467.635
-0.103;0.102;-0.023;-37.38;-62.44;9.45;947.636;466.301
-0.117;0.019;0.24;55.825;119.665;32.935;947.636;465.889
-0.139;0.174;-0.042;-38.395;-30.485;24.08;947.86;464.032
-0.144;0.173;-0.047;-18.48;-28.14;24.255;947.86;463.916
-0.166;0.191;-0.032;-8.155;-15.82;24.885;947.961;463.035
-0.147;0.204;-0.038;-0.735;-8.26;30.065;948.145;461.505
-0.123;0.218;-0.045;22.295;2.135;50.33;948.369;459.551
-0.133;0.158;-0.028;23.73;14.175;50.89;948.609;457.85
-0.076;0.195;-0.068;31.15;19.11;59.15;948.609;457.347
-0.025;0.143;-0.045;37.765;20.72;59.325;948.873;455.573
0.079;0.124;-0.05;44.065;18.865;53.095;948.873;455.0
0.031;0.03;-0.049;48.545;16.03;49.665;949.088;453.22
0.075;-0.007;-0.059;49.35;13.09;48.755;949.267;451.926
0.081;-0.049;-0.041;47.775;5.705;41.44;949.267;451.531
0.059;-0.123;-0.054;37.905;3.045;37.38;949.53;449.251
0.074;-0.113;-0.046;35.945;-5.215;31.255;949.625;448.428
0.075;-0.157;-0.066;33.355;-21.665;19.985;949.625;448.377
0.048;-0.178;-0.071;10.885;-11.865;20.195;950.007;445.03
-0.042;-0.162;-0.075;-2.205;-15.82;24.255;950.483;440.901
-0.095;-0.177;-0.095;-20.44;-7.84;29.26;950.911;437.089
-0.061;-0.109;-0.075;-26.215;-5.495;29.75;951.3;433.877
-0.07;-0.12;-0.054;-24.64;-0.56;47.985;951.3;433.676
0.029;0.027;-0.189;-35.84;8.855;32.06;951.762;429.669
-0.14;-0.027;-0.497;-45.255;16.555;32.41;951.762;429.608
0.233;0.67;1.933;36.365;-0.175;32.515;947.881;461.592
0.264;0.127;-0.191;-32.095;3.815;15.925;952.865;420.615
0.009;0.276;-0.156;-17.57;8.05;20.09;953.327;416.173
0.057;-0.179;-0.259;-5.845;2.52;10.605;952.609;421.781
0.94;0.627;-0.985;65.065;143.01;-23.065;952.846;420.592
-0.307;0.16;-0.949;105.455;-141.68;-34.125;952.846;420.105
0.819;0.183;-0.666;76.09;-76.965;-143.36;953.481;414.549
0.276;-0.719;-0.069;79.38;-50.05;47.565;957.4;382.389
0.214;-5.279;-0.121;143.325;143.325;286.685;957.481;379.848
0.921;2.239;-4.351;-226.52;-77.315;8.75;957.519;379.228
-0.633;0.147;-3.972;143.325;-143.36;-286.72;957.519;379.208
-1.472;0.946;15.989;286.685;286.685;-143.36;952.913;411.651
0.768;-0.405;8.024;-286.72;-256.27;-143.36;952.913;419.388
0.254;-0.294;3.656;-286.72;-220.605;-143.36;954.138;409.441
0.51;3.414;3.528;-222.81;36.015;-68.985;953.853;411.122
0.345;0.743;1.281;211.68;22.61;-247.38;953.971;410.486
-0.211;1.592;4.587;286.685;93.31;-263.34;953.971;410.252
1.734;-1.912;3.524;286.685;163.415;-0.28;954.337;407.081
0.825;-1.058;0.623;113.68;-26.88;-150.08;954.315;407.225
0.311;-0.437;0.355;-51.345;-134.505;-242.795;954.44;406.199
0.229;-0.295;0.672;-103.355;-202.615;-238.49;954.44;406.135
0.135;-0.095;1.366;-126.175;-271.39;-200.795;954.267;407.552
0.144;-0.031;3.0;-153.265;-286.72;-178.01;954.29;407.451
-0.475;-0.228;3.408;-85.715;-286.72;-230.335;954.302;407.368
-0.554;-0.035;1.501;-44.065;-239.435;-266.595;954.302;407.342
-0.394;-0.145;0.514;-101.955;48.965;-109.06;954.391;406.575
-0.115;-0.021;0.329;-123.41;79.415;-72.38;954.344;406.942
-0.15;0.06;0.868;-140.56;107.625;-56.595;954.392;406.657
-0.079;0.157;1.291;-141.12;136.185;-71.75;954.392;406.561
-0.128;0.339;2.107;-101.92;142.03;-86.835;954.531;405.636
0.242;0.221;0.736;-12.6;93.59;-136.01;954.483;405.727
0.442;0.421;1.072;34.72;36.295;-167.93;954.483;405.751
0.353;0.251;0.915;99.61;-33.67;-213.045;954.579;404.963
0.249;0.134;1.042;165.27;-68.25;-242.41;954.634;404.466
0.106;-0.015;1.403;202.615;-53.83;-257.635;954.583;404.767
0.142;-0.244;1.244;159.635;-44.695;-278.285;954.583;404.874
0.201;-0.324;1.009;103.81;-51.485;-285.845;954.687;404.028
0.188;-0.308;0.881;48.51;-72.59;-286.72;954.574;404.711
0.118;-0.193;0.978;-16.065;-133.98;-284.935;954.683;404.237
0.054;-0.179;1.248;-29.925;-155.225;-286.72;954.683;404.014
-0.04;-0.14;1.297;-33.04;-157.08;-286.72;954.708;403.838
-0.145;-0.139;1.189;-22.645;-127.89;-286.72;954.756;403.469
-0.164;-0.189;1.0;-28.56;-85.995;-286.72;954.756;403.369
-0.112;-0.251;1.03;-97.72;-27.58;-286.72;954.741;403.489
0.003;-0.122;1.168;-126.21;-38.955;-286.72;954.787;403.114
0.0;-0.08;1.214;-131.285;-60.235;-286.72;954.787;403.091
-0.015;-0.035;1.012;-74.69;-67.655;-286.72;954.805;402.932
-0.089;-0.018;1.096;-44.1;-43.575;-286.72;954.847;402.587
-0.129;-0.024;1.055;-27.195;-5.67;-286.72;954.944;401.934
-0.089;-0.05;0.964;-35.805;49.805;-286.72;954.944;401.725
0.027;-0.045;1.046;-55.685;63.63;-286.72;954.872;402.311
0.021;0.009;1.097;-77.35;50.015;-286.72;954.917;401.974
0.045;0.088;1.108;-66.465;30.66;-286.72;954.917;401.952
0.061;0.109;1.051;-42.595;20.16;-286.72;954.869;402.349
0.114;-0.033;1.014;-21.56;32.585;-286.72;954.892;402.221
0.005;-0.087;1.052;-28.56;43.4;-286.72;954.892;402.173
0.021;-0.093;1.072;-40.425;42.525;-286.72;954.966;401.566
0.022;-0.062;1.127;-46.935;19.915;-286.72;955.004;401.276
0.045;-0.012;1.088;-32.34;2.975;-286.72;955.004;401.197
0.051;0.003;1.079;-4.83;-7.28;-286.72;954.924;401.718
0.025;-0.004;1.042;39.095;5.775;-286.72;955.081;400.858
0.058;-0.027;1.029;54.145;26.46;-286.72;955.081;400.538
0.093;-0.083;1.027;52.08;46.795;-286.72;955.117;400.286
0.142;-0.056;0.99;31.185;57.4;-286.72;955.117;400.208
0.157;-0.018;1.005;21.28;47.39;-286.72;955.077;400.531
0.138;0.024;0.995;23.52;34.51;-286.72;955.046;400.753
0.12;0.048;1.027;41.79;23.24;-286.72;955.046;400.821
0.112;0.035;1.022;52.115;20.37;-286.72;955.078;400.56
0.13;0.007;1.052;56.35;17.57;-286.72;955.118;400.282
0.117;-0.076;1.052;54.495;4.725;-286.72;955.118;400.195
0.128;-0.086;1.054;48.335;-8.925;-286.72;955.151;399.927
0.148;-0.082;1.061;46.865;-25.97;-286.72;955.151;399.911
0.133;-0.105;1.073;52.85;-50.75;-286.72;955.181;399.645
0.1;-0.118;1.122;67.69;-57.61;-286.72;955.221;399.3
0.085;-0.127;1.115;72.8;-53.095;-286.72;955.198;399.448
0.119;-0.178;1.07;51.275;-45.85;-286.72;955.258;399.003
0.126;-0.154;1.062;35.385;-50.715;-286.72;955.342;398.421
0.102;-0.15;1.031;22.12;-58.1;-286.72;955.342;398.247
0.068;-0.056;1.037;5.67;-76.335;-286.72;955.343;398.256
0.064;-0.06;1.032;4.095;-77.49;-286.72;955.343;398.226
0.04;-0.069;0.996;-0.49;-75.46;-286.72;955.409;397.687
0.007;-0.078;1.009;-20.79;-77.7;-286.72;955.466;397.158
-0.002;-0.052;1.042;-21.84;-80.675;-286.72;955.311;398.42
0.003;-0.042;1.086;-9.73;-81.165;-286.72;955.283;398.734
-0.02;-0.037;1.116;1.68;-70.245;-286.72;955.284;398.743
-0.028;-0.05;1.083;5.32;-55.72;-286.72;955.284;398.741
-0.023;-0.087;1.037;-6.195;-24.01;-286.72;955.37;397.995
0.005;-0.065;1.068;-22.47;-12.845;-286.72;955.341;398.237
0.003;-0.061;1.071;-31.08;-11.76;-286.72;955.486;397.291
0.032;-0.027;1.085;-39.48;-13.545;-286.72;955.467;397.136
0.018;-0.027;1.085;-39.585;-13.23;-286.72;955.467;397.145
-0.012;0.034;1.055;-29.82;-1.33;-286.72;955.521;396.712
0.021;0.02;1.037;-25.76;5.075;-285.005;955.521;396.668
0.031;0.048;1.041;-22.785;7.49;-279.37;955.457;397.198
0.033;0.04;1.025;-14.28;5.95;-264.32;955.539;396.558
0.037;0.063;0.989;-4.305;2.8;-249.865;955.572;396.242
0.016;0.049;0.98;3.01;0.7;-239.68;955.572;396.224
0.02;0.051;0.958;13.195;-1.96;-223.3;955.596;396.015
0.023;0.061;0.965;19.18;-3.78;-212.065;955.538;396.488
0.04;0.058;0.963;25.97;-8.015;-200.795;955.589;396.188
0.02;0.051;0.973;29.4;-10.22;-185.85;955.589;396.079
0.009;0.057;0.958;28.42;-12.25;-177.065;955.557;396.336
-0.012;0.047;0.973;23.905;-15.855;-161.735;955.59;396.08
-0.008;0.055;0.992;19.46;-21.945;-145.915;955.617;395.888
-0.024;0.041;0.983;13.93;-24.57;-137.2;955.617;395.834
-0.016;0.044;0.978;5.495;-27.615;-120.995;955.627;395.746
-0.02;0.034;0.999;-4.2;-29.015;-107.205;955.691;395.22
-0.016;0.058;1.022;-13.195;-26.81;-92.19;955.741;394.854
-0.026;0.068;1.04;-19.425;-20.02;-79.73;955.741;394.744
-0.037;0.062;1.021;-21.91;-13.335;-71.05;955.747;394.699
-0.037;0.065;1.014;-23.625;-0.98;-61.04;955.779;394.434
-0.038;0.085;0.985;-22.505;9.485;-48.055;955.754;394.58
-0.032;0.074;0.989;-19.67;14.735;-38.325;955.754;394.631
-0.02;0.081;1.111;-14.98;18.9;-22.68;955.728;394.842
-0.016;0.086;0.981;-8.4;19.53;-12.775;955.854;394.027
-0.011;0.073;0.93;0.07;16.1;3.325;955.854;393.756
0.003;0.085;0.932;6.3;7.91;19.635;955.904;393.323
-0.014;0.061;0.923;9.17;0.63;28.7;955.892;393.419
-0.026;0.069;0.91;8.855;-9.555;43.12;955.897;393.39
-0.028;0.045;0.932;5.81;-15.435;58.94;955.897;393.379
-0.027;0.046;0.911;1.575;-17.045;68.705;955.898;393.372
-0.031;0.05;0.938;-5.915;-15.19;82.25;955.894;393.408
-0.038;0.046;0.936;-13.65;-7.42;96.635;955.923;393.218
-0.037;0.068;1.003;-13.58;6.09;106.12;955.923;393.155
-0.025;0.051;1.013;-10.29;14.49;116.34;955.91;393.257
-0.022;0.049;1.011;-6.58;20.93;125.65;955.879;393.471
-0.026;0.048;1.016;3.15;25.375;144.62;956.006;392.703
-0.018;0.053;1.018;6.405;24.15;156.275;956.006;392.442
-0.016;0.042;1.045;8.575;20.37;167.02;955.933;393.03
-0.004;0.049;1.028;7.91;13.51;180.81;956.053;392.276
-0.001;0.028;1.029;3.99;9.45;191.73;956.053;392.029
-0.006;0.03;1.011;-4.48;8.575;204.715;956.026;392.241
-0.009;0.033;0.992;-9.695;10.36;213.15;956.094;391.803
-0.007;0.037;0.972;-12.915;16.135;219.94;956.094;391.663
0.011;0.028;1.006;-12.355;25.13;232.085;956.145;391.244
0.0;0.038;1.013;-7.35;29.61;240.415;956.161;391.107
0.021;0.036;1.0;-1.575;31.92;248.395;956.161;391.071
0.042;0.014;1.006;8.085;29.82;260.995;956.13;391.323
0.028;0.006;1.028;12.565;24.64;269.955;956.13;391.339
0.035;-0.115;0.993;15.575;14.84;280.875;956.26;390.222
0.053;-0.021;0.968;12.845;9.415;286.685;956.234;390.421
0.036;-0.01;0.98;9.1;7.0;286.685;956.234;390.434
0.053;-0.023;0.992;5.985;7.385;286.685;956.142;391.229
0.058;-0.024;0.988;5.215;9.835;286.685;956.153;391.164
0.054;-0.029;0.987;7.525;11.62;286.685;956.153;391.14
0.042;-0.063;0.995;12.18;11.48;286.685;956.211;390.643
0.061;-0.055;1.108;15.68;7.35;286.685;956.185;390.804
0.055;-0.075;0.979;16.345;-1.435;286.685;956.185;390.859
0.049;-0.079;0.979;12.425;-7.665;286.685;956.244;390.375
0.046;-0.094;0.998;5.18;-11.34;286.685;956.311;389.909
