pref;uptime;ax;ay;az;gx;gy;gz;mx;my;mz;pressure;altitude;tempreature;simulation;one;two;three;four;five;six;seven;eight
DAT;266584; 0.015; 0.061; 1.108; -5.425; -14.455; 88.970; -1.047; 0.143; -2.755; 968.557; 283.251; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;266628; 0.014; 0.055; 1.078; -7.385; -11.585; 88.095; -1.052; 0.169; -2.755; 968.671; 282.329; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;266672; 0.009; 0.047; 1.065; -10.710; -8.295; 87.150; -1.052; 0.169; -2.755; 968.671; 282.272; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;266782; 0.015; 0.056; 1.009; -11.165; 1.610; 89.320; -1.044; 0.197; -2.753; 968.768; 281.466; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;266826; 0.030; 0.054; 1.002; -8.960; 3.780; 89.915; -1.026; 0.232; -2.759; 968.768; 281.427; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;266870; 0.016; 0.050; 0.979; -6.370; 4.935; 92.225; -1.026; 0.232; -2.759; 968.728; 281.754; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;266980; 0.023; 0.042; 0.948; -0.595; 4.270; 95.725; -0.998; 0.247; -2.759; 968.704; 281.979; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267027; 0.024; 0.035; 0.934; 0.735; 3.080; 96.565; -0.961; 0.263; -2.756; 968.752; 281.669; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267115; 0.015; 0.031; 0.910; 2.380; 1.015; 106.960; -0.928; 0.269; -2.747; 968.830; 280.935; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267159; 0.008; 0.027; 0.935; 3.360; 0.560; 100.485; -0.928; 0.269; -2.747; 968.830; 280.895; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267225; 0.015; 0.038; 0.915; 5.320; 1.120; 101.850; -0.894; 0.267; -2.753; 968.713; 281.884; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267291; 0.000; 0.027; 0.904; 7.700; 3.465; 103.355; -0.894; 0.267; -2.753; 968.766; 281.451; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267357; -0.003; 0.028; 0.883; 10.955; 5.635; 106.260; -0.854; 0.252; -2.755; 968.932; 280.096; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267401; 0.016; 0.021; 0.899; 12.355; 7.000; 106.015; -0.817; 0.232; -2.753; 968.932; 280.011; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267470; -0.002; 0.021; 0.911; 15.260; 8.890; 108.850; -0.817; 0.232; -2.753; 968.861; 280.613; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267536; 0.000; 0.036; 0.924; 17.605; 10.500; 110.775; -0.785; 0.194; -2.752; 968.983; 279.583; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267602; -0.008; 0.027; 0.991; 19.845; 10.605; 113.890; -0.757; 0.153; -2.744; 969.014; 279.317; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267668; 0.012; 0.025; 0.998; 21.280; 10.115; 114.870; -0.757; 0.153; -2.744; 969.120; 278.613; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267712; -0.000; 0.040; 0.990; 20.720; 9.135; 116.445; -0.740; 0.102; -2.741; 969.120; 278.398; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267778; 0.008; 0.041; 0.988; 19.600; 7.560; 117.530; -0.740; 0.102; -2.741; 969.182; 277.858; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267844; -0.007; 0.041; 0.995; 15.470; 7.105; 116.935; -0.738; 0.046; -2.741; 969.132; 278.254; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267888; 0.004; 0.060; 1.011; 13.755; 7.945; 118.335; -0.738; 0.046; -2.741; 969.237; 277.598; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;267954; -0.011; 0.059; 1.012; 12.390; 9.380; 117.145; -0.745; 0.000; -2.721; 969.237; 277.376; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268001; -0.004; 0.062; 0.993; 11.445; 10.640; 117.250; -0.766; -0.050; -2.719; 969.247; 277.292; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268067; 0.000; 0.063; 0.989; 11.270; 12.285; 119.000; -0.766; -0.050; -2.719; 969.172; 277.769; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268133; 0.010; 0.056; 0.993; 12.040; 11.200; 117.285; -0.780; -0.084; -2.714; 969.286; 277.188; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268177; 0.005; 0.065; 0.970; 12.355; 9.485; 120.015; -0.780; -0.084; -2.714; 969.286; 276.959; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268243; 0.019; 0.061; 0.953; 13.720; 5.495; 119.945; -0.811; -0.114; -2.696; 969.267; 277.103; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268309; 0.026; 0.048; 0.944; 13.615; -0.245; 120.120; -0.856; -0.145; -2.695; 969.314; 276.806; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268353; 0.015; 0.059; 0.964; 12.180; -4.235; 120.085; -0.856; -0.145; -2.695; 969.314; 276.710; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268419; 0.012; 0.059; 0.947; 8.400; -6.475; 120.750; -0.909; -0.163; -2.690; 969.324; 276.618; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268463; -0.001; 0.073; 0.925; 6.230; -6.335; 119.560; -0.909; -0.163; -2.690; 969.351; 276.444; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268529; -0.001; 0.070; 0.933; 3.080; -4.620; 119.140; -0.978; -0.158; -2.687; 969.420; 275.941; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268596; 0.010; 0.084; 0.949; 1.925; 1.330; 119.175; -1.027; -0.135; -2.691; 969.420; 275.794; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268641; 0.023; 0.069; 0.958; 1.505; 4.445; 118.300; -1.027; -0.135; -2.691; 969.397; 275.976; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268707; 0.017; 0.062; 0.943; 2.135; 8.960; 125.230; -1.069; -0.106; -2.688; 969.424; 275.812; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268754; 0.033; 0.066; 0.960; 4.515; 12.425; 117.110; -1.069; -0.106; -2.688; 969.424; 275.757; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268820; 0.028; 0.046; 0.979; 8.015; 13.230; 115.710; -1.099; -0.076; -2.707; 969.531; 274.845; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268886; 0.047; 0.048; 0.985; 10.045; 11.795; 114.170; -1.099; -0.076; -2.707; 969.550; 274.679; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;268930; 0.046; 0.053; 1.005; 10.430; 9.835; 115.710; -1.121; -0.042; -2.716; 969.558; 274.615; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269018; 0.030; 0.048; 1.047; 8.015; 5.040; 115.115; -1.136; 0.002; -2.720; 969.742; 273.400; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269065; 0.044; 0.042; 1.075; 4.270; 3.080; 113.855; -1.136; 0.002; -2.720; 969.742; 273.026; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269109; 0.032; 0.026; 1.079; 2.135; 2.240; 112.595; -1.148; 0.049; -2.725; 969.676; 273.435; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269175; 0.035; 0.047; 1.061; -2.135; 4.060; 112.455; -1.148; 0.049; -2.725; 969.721; 273.279; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269219; 0.035; 0.052; 1.047; -3.080; 6.475; 112.525; -1.152; 0.091; -2.718; 969.721; 273.188; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269285; 0.023; 0.039; 1.047; -3.955; 10.080; 110.355; -1.152; 0.091; -2.718; 969.771; 272.781; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269329; 0.033; 0.046; 1.030; -1.435; 11.305; 112.000; -1.144; 0.148; -2.730; 969.771; 272.756; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269395; 0.056; 0.052; 0.988; 4.130; 11.025; 109.375; -1.108; 0.186; -2.736; 969.908; 271.586; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269439; 0.028; 0.049; 0.986; 8.365; 8.820; 109.620; -1.108; 0.186; -2.736; 969.866; 271.914; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269483; 0.041; 0.043; 0.998; 12.075; 5.915; 110.110; -1.108; 0.186; -2.736; 969.866; 271.934; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269549; 0.032; 0.025; 0.939; 15.820; 1.015; 108.815; -1.083; 0.218; -2.743; 969.898; 271.657; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269593; 0.027; 0.038; 0.956; 17.150; -2.695; 108.675; -1.056; 0.241; -2.748; 969.870; 271.838; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269637; 0.040; 0.033; 0.935; 26.600; -5.880; 108.815; -1.056; 0.241; -2.748; 969.870; 271.895; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269703; 0.022; 0.025; 0.953; 17.815; -7.945; 109.550; -1.026; 0.249; -2.754; 969.834; 272.204; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269747; 0.016; 0.041; 0.986; 17.885; -8.715; 109.270; -1.026; 0.249; -2.754; 969.983; 271.245; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269791; 0.001; 0.019; 0.974; 17.920; -7.840; 108.430; -1.003; 0.256; -2.760; 969.983; 270.944; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269861; -0.120; 0.026; 1.004; 17.780; -4.655; 109.200; -1.003; 0.256; -2.760; 969.938; 271.309; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269910; -0.009; 0.039; 1.000; 18.095; -2.275; 108.675; -0.969; 0.257; -2.763; 969.988; 270.987; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;269954; -0.015; 0.041; 1.022; 18.690; -0.140; 109.900; -0.969; 0.257; -2.763; 969.988; 270.885; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270020; -0.007; 0.051; 1.070; 19.600; 1.400; 109.865; -0.936; 0.247; -2.773; 970.003; 270.750; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270064; -0.020; 0.060; 1.081; 19.775; 1.400; 109.480; -0.936; 0.247; -2.773; 970.104; 270.091; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270108; 0.004; 0.045; 1.094; 19.005; 0.315; 108.885; -0.907; 0.230; -2.765; 970.104; 269.885; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270174; 0.120; 0.062; 1.091; 16.100; -1.645; 109.165; -0.907; 0.230; -2.765; 970.137; 269.611; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270218; 0.006; 0.055; 1.106; 12.915; -3.430; 108.430; -0.881; 0.213; -2.764; 970.133; 269.620; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270284; 0.002; 0.074; 1.064; 8.435; -5.705; 108.360; -0.857; 0.195; -2.772; 970.133; 269.627; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270328; -0.013; 0.075; 1.059; 5.215; -6.055; 107.065; -0.857; 0.195; -2.772; 970.190; 269.166; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270372; -0.010; 0.073; 1.052; 3.010; -5.950; 106.085; -0.857; 0.195; -2.772; 970.190; 269.137; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270438; 0.003; 0.066; 1.027; 1.120; -4.900; 103.775; -0.844; 0.172; -2.771; 970.231; 268.781; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270482; -0.010; 0.071; 0.990; 0.105; -3.675; 103.005; -0.844; 0.172; -2.771; 970.164; 269.325; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270529; -0.004; 0.067; 0.989; -0.140; -2.240; 102.830; -0.831; 0.159; -2.774; 970.164; 269.359; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270617; 0.000; 0.074; 0.979; 0.840; -1.225; 101.255; -0.816; 0.147; -2.770; 970.307; 268.246; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270661; 0.002; 0.063; 0.961; 1.925; -1.645; 99.995; -0.816; 0.147; -2.770; 970.307; 268.132; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270752; 0.009; 0.073; 0.996; 4.970; -3.045; 98.105; -0.806; 0.127; -2.761; 970.368; 267.604; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270818; 0.014; 0.073; 0.978; 6.020; -3.640; 96.565; -0.803; 0.103; -2.760; 970.403; 267.301; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270884; -0.009; 0.080; 0.939; 5.880; -1.750; 93.380; -0.813; 0.081; -2.761; 970.423; 267.128; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;270994; 0.002; 0.076; 1.009; 6.020; 5.005; 89.880; -0.808; 0.060; -2.759; 970.530; 266.207; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271041; 0.011; 0.091; 1.007; 6.825; 9.135; 89.040; -0.808; 0.060; -2.759; 970.582; 265.773; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271085; 0.014; 0.072; 1.005; 8.225; 11.550; 87.290; -0.808; 0.038; -2.757; 970.582; 265.746; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271173; 0.019; 0.060; 0.965; 11.235; 14.000; 83.895; -0.808; 0.038; -2.757; 970.547; 266.051; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271239; 0.010; 0.080; 0.992; 14.840; 13.615; 82.075; -0.804; 0.018; -2.751; 970.591; 265.678; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271327; 0.035; 0.070; 1.035; 17.290; 6.895; 80.115; -0.805; -0.020; -2.747; 970.509; 266.374; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271371; 0.040; 0.081; 1.009; 16.730; 2.275; 80.465; -0.805; -0.020; -2.747; 970.646; 265.265; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271415; 0.030; 0.068; 1.037; 16.275; -1.400; 79.345; -0.814; -0.045; -2.749; 970.646; 265.196; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271525; 0.025; 0.056; 1.019; 10.710; -10.500; 76.265; -0.835; -0.074; -2.740; 970.654; 265.094; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271569; 0.031; 0.066; 1.119; 8.995; -11.550; 74.200; -0.835; -0.074; -2.740; 970.654; 265.120; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271613; 0.040; 0.059; 1.012; 6.720; -11.620; 72.380; -0.866; -0.083; -2.729; 970.628; 265.335; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271723; 0.026; 0.051; 0.996; 4.970; -6.510; 66.955; -0.903; -0.092; -2.736; 970.746; 264.337; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271769; 0.035; 0.040; 0.956; 4.340; -3.535; 65.905; -0.903; -0.092; -2.736; 970.795; 263.936; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271857; 0.032; 0.046; 0.997; 7.070; 2.485; 61.145; -0.928; -0.092; -2.734; 970.837; 263.563; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271901; 0.030; 0.035; 0.988; 6.930; 4.375; 60.900; -0.942; -0.091; -2.735; 970.905; 263.105; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;271967; 0.043; 0.060; 1.020; 8.820; 5.110; 57.015; -0.942; -0.091; -2.735; 970.905; 262.961; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272055; 0.049; 0.067; 1.025; 6.510; 2.485; 55.650; -0.964; -0.096; -2.731; 970.997; 262.164; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272099; 0.025; 0.058; 1.016; 5.635; 0.875; 54.075; -0.978; -0.086; -2.738; 971.038; 261.831; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272143; 0.031; 0.057; 1.026; 2.835; -0.665; 52.010; -0.978; -0.086; -2.738; 970.964; 262.288; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272231; 0.034; 0.058; 0.984; -2.065; -1.190; 49.770; -0.992; -0.089; -2.730; 970.930; 262.669; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272278; 0.032; 0.053; 1.022; -4.690; -0.595; 47.600; -1.017; -0.075; -2.739; 970.930; 262.739; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272344; 0.020; 0.061; 1.030; -6.405; 2.310; 44.555; -1.017; -0.075; -2.739; 971.080; 261.469; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272388; 0.035; 0.067; 1.001; -6.055; 3.990; 42.245; -1.019; -0.057; -2.741; 970.998; 261.981; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272454; 0.023; 0.067; 0.996; -4.130; 7.595; 39.480; -1.019; -0.057; -2.741; 970.998; 262.155; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272520; 0.033; 0.058; 1.015; -0.525; 9.695; 37.695; -1.030; -0.047; -2.751; 971.063; 261.599; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272564; 0.038; 0.058; 1.020; 2.135; 10.990; 35.385; -1.030; -0.047; -2.751; 971.086; 261.409; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272608; 0.042; 0.052; 1.008; 5.005; 11.025; 33.180; -1.029; -0.036; -2.744; 971.086; 261.397; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272696; 0.036; 0.055; 0.997; 9.625; 11.200; 28.665; -1.023; -0.029; -2.753; 971.125; 261.056; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272740; 0.042; 0.052; 0.996; 10.780; 10.605; 29.435; -1.023; -0.029; -2.753; 971.146; 260.891; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272828; 0.034; 0.041; 0.995; 12.390; 7.210; 25.865; -1.018; -0.028; -2.749; 971.259; 259.917; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272872; 0.020; 0.055; 1.031; 11.725; 5.985; 23.450; -1.018; -0.028; -2.749; 971.312; 259.561; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;272916; 0.028; 0.044; 1.035; 11.270; 6.370; 21.070; -1.015; -0.029; -2.747; 971.312; 259.454; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273004; 0.022; 0.055; 1.022; 8.890; 7.770; 19.670; -1.015; -0.033; -2.748; 971.387; 258.803; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273048; 0.023; 0.053; 1.043; 7.455; 8.155; 17.150; -1.015; -0.033; -2.748; 971.318; 259.351; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273095; 0.022; 0.055; 1.039; 6.930; 9.100; 14.630; -1.005; -0.038; -2.747; 971.318; 259.385; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273161; 0.021; 0.063; 1.017; 7.245; 8.960; 12.985; -1.005; -0.038; -2.747; 971.484; 257.983; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273227; 0.014; 0.050; 1.011; 8.225; 8.925; 12.320; -1.000; -0.036; -2.752; 971.411; 258.575; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273296; 0.018; 0.051; 0.993; 9.695; 6.440; 10.465; -0.993; -0.034; -2.746; 971.411; 258.586; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273340; 0.020; 0.047; 0.975; 10.885; 4.235; 8.750; -0.993; -0.034; -2.746; 971.411; 258.586; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273384; 0.018; 0.045; 0.980; 12.040; 2.065; 7.840; -0.990; -0.041; -2.744; 971.517; 257.733; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273450; 0.017; 0.044; 0.973; 12.670; -2.555; 6.895; -0.990; -0.041; -2.744; 971.489; 257.898; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273516; 0.008; 0.048; 0.998; 13.125; -6.335; 5.180; -0.992; -0.042; -2.744; 971.578; 257.340; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273560; 0.010; 0.052; 0.972; 13.090; -7.245; 4.480; -0.992; -0.042; -2.744; 971.578; 257.161; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273626; -0.009; 0.046; 0.967; 12.250; -9.765; 3.045; -0.998; -0.057; -2.741; 971.635; 256.666; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273692; -0.010; 0.053; 0.969; 10.710; -10.535; 1.925; -1.003; -0.059; -2.742; 971.623; 256.755; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273758; -0.011; 0.058; 1.004; 8.960; -9.485; -0.630; -1.003; -0.059; -2.742; 971.689; 256.329; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273802; -0.006; 0.058; 1.014; 7.770; -8.575; -1.575; -1.008; -0.063; -2.734; 971.689; 256.193; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273846; -0.016; 0.057; 1.025; 7.105; -7.350; -3.185; -1.008; -0.063; -2.734; 971.620; 256.746; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273934; -0.010; 0.059; 1.085; 5.565; -5.215; -6.965; -1.006; -0.069; -2.737; 971.662; 256.441; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;273978; -0.009; 0.057; 1.098; 4.235; -5.635; -7.280; -1.009; -0.070; -2.740; 971.662; 256.420; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274022; -0.025; 0.074; 1.079; 3.360; -5.775; -8.190; -1.009; -0.070; -2.740; 971.708; 256.049; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274088; -0.006; 0.070; 1.057; 0.805; -6.895; -10.010; -1.012; -0.074; -2.730; 971.704; 256.060; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274132; -0.007; 0.066; 1.060; -0.875; -8.610; -11.270; -1.012; -0.074; -2.730; 971.704; 256.062; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274198; -0.010; 0.066; 1.025; -2.555; -10.010; -13.510; -1.012; -0.067; -2.740; 971.842; 254.884; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274242; -0.011; 0.068; 0.995; -2.450; -10.675; -14.665; -1.012; -0.067; -2.740; 971.820; 255.012; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274289; -0.013; 0.064; 0.958; -2.135; -11.900; -16.590; -1.012; -0.062; -2.736; 971.820; 255.057; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274355; -0.021; 0.061; 0.924; -1.645; -11.445; -17.360; -1.012; -0.062; -2.736; 971.846; 254.833; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274401; -0.012; 0.050; 0.899; -0.280; -11.200; -18.655; -1.017; -0.062; -2.731; 971.930; 254.288; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274445; -0.015; 0.065; 0.887; 0.560; -10.955; -19.320; -1.017; -0.062; -2.731; 971.930; 254.118; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274511; -0.010; 0.049; 0.932; 1.610; -10.220; -21.210; -1.018; -0.062; -2.738; 971.849; 254.800; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274555; -0.010; 0.064; 0.923; 1.505; -9.765; -21.490; -1.018; -0.062; -2.738; 972.049; 253.516; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274621; -0.011; 0.061; 0.916; 0.385; -9.730; -23.205; -1.014; -0.062; -2.735; 972.049; 253.092; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274665; 0.117; 0.037; 0.911; -0.840; -10.920; -24.395; -1.014; -0.062; -2.735; 971.912; 254.190; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274711; -0.015; 0.067; 0.945; -1.680; -12.985; -26.495; -1.016; -0.066; -2.734; 971.968; 253.900; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274777; -0.002; 0.056; 0.966; -2.100; -15.470; -26.600; -1.017; -0.064; -2.734; 971.968; 253.787; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274821; -0.001; 0.058; 0.978; -2.730; -17.290; -19.390; -1.017; -0.064; -2.734; 972.162; 252.213; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274865; -0.021; 0.065; 0.988; -3.010; -17.640; -27.685; -1.023; -0.064; -2.732; 972.189; 251.938; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274931; -0.021; 0.051; 1.017; -4.515; -17.955; -30.625; -1.023; -0.064; -2.732; 972.189; 251.873; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;274975; -0.012; 0.059; 1.046; -4.585; -17.850; -31.325; -1.025; -0.064; -2.730; 972.169; 252.037; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;275044; -0.024; 0.058; 1.054; -3.360; -15.260; -32.480; -1.025; -0.064; -2.730; 972.276; 251.355; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;275088; -0.020; 0.067; 1.074; -3.570; -13.195; -34.300; -1.027; -0.056; -2.734; 972.276; 251.139; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;275132; -0.026; 0.071; 1.072; -2.905; -10.535; -36.505; -1.027; -0.056; -2.734; 972.227; 251.520; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;275198; -0.020; 0.046; 1.070; -2.660; -5.530; -37.870; -1.027; -0.058; -2.730; 972.198; 251.735; -4; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
