pref;uptime;ax;ay;az;gx;gy;gz;mx;my;mz;pressure;altitude;tempreature;simulation;one;two;three;four;five;six;seven;eight
DAT;243663; 0.013; 0.100; 1.004; -12.810; -11.795; 64.575; -0.991; 0.114; -2.758; 961.923; 340.814; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;243707; 0.004; 0.110; 1.007; -11.165; -12.180; 68.285; -0.994; 0.139; -2.763; 961.917; 340.860; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;243751; 0.007; 0.103; 1.035; -17.850; -12.950; 71.960; -0.994; 0.139; -2.763; 961.917; 340.863; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;243839; 0.007; 0.096; 1.063; -4.970; -12.740; 78.925; -1.000; 0.154; -2.765; 962.094; 339.433; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;243883; 0.008; 0.093; 1.049; -3.640; -11.340; 85.120; -1.000; 0.154; -2.765; 962.094; 339.334; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;243952; 0.014; 0.092; 1.055; -2.730; -10.605; 89.845; -1.001; 0.175; -2.760; 962.093; 339.339; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;243996; 0.010; 0.077; 1.068; -3.115; -9.100; 93.555; -0.994; 0.198; -2.766; 962.032; 339.732; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244062; 0.015; 0.082; 1.065; -4.340; -6.475; 99.120; -0.994; 0.198; -2.766; 962.032; 339.860; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244128; 0.005; 0.091; 1.047; -5.180; -1.925; 102.935; -0.975; 0.204; -2.767; 962.079; 339.467; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244172; 0.008; 0.082; 1.068; -5.740; 0.420; 108.185; -0.975; 0.204; -2.767; 962.138; 339.076; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244216; -0.001; 0.078; 1.080; -7.035; 2.800; 111.370; -0.956; 0.222; -2.771; 962.138; 338.955; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244304; 0.008; 0.074; 1.061; -7.910; 6.860; 117.250; -0.922; 0.235; -2.765; 962.166; 338.704; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244350; 0.023; 0.077; 1.053; -8.015; 6.335; 122.010; -0.922; 0.235; -2.765; 962.174; 338.635; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244416; 0.022; 0.086; 1.070; -8.295; 6.510; 127.155; -0.876; 0.240; -2.762; 962.099; 339.123; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244460; 0.036; 0.092; 1.059; -8.645; 5.460; 130.690; -0.876; 0.240; -2.762; 962.099; 339.276; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244526; 0.023; 0.080; 1.047; -9.450; 4.165; 135.730; -0.836; 0.233; -2.755; 962.157; 338.785; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244614; 0.024; 0.064; 1.047; -9.275; 4.830; 141.225; -0.797; 0.216; -2.751; 962.159; 338.760; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244658; 0.026; 0.085; 1.040; -7.910; 5.355; 143.360; -0.797; 0.216; -2.751; 962.239; 338.242; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244724; 0.040; 0.051; 1.029; -6.335; 5.705; 147.700; -0.765; 0.190; -2.746; 962.272; 337.856; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244768; 0.032; 0.065; 1.044; -4.375; 6.195; 150.570; -0.765; 0.190; -2.746; 962.272; 337.786; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244812; 0.041; 0.049; 1.047; -2.170; 6.650; 152.705; -0.736; 0.151; -2.737; 962.225; 338.085; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244878; 0.044; 0.051; 1.042; 1.085; 6.475; 157.500; -0.736; 0.151; -2.737; 962.277; 337.849; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244922; 0.031; 0.037; 1.047; 1.820; 5.530; 160.650; -0.723; 0.096; -2.729; 962.277; 337.745; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;244966; 0.042; 0.028; 1.024; 1.820; 4.445; 163.625; -0.723; 0.096; -2.729; 962.290; 337.653; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245032; 0.050; 0.029; 1.030; 1.400; 3.045; 167.930; -0.720; 0.031; -2.724; 962.290; 337.625; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245076; 0.025; 0.034; 1.013; 0.735; 2.205; 170.625; -0.720; 0.031; -2.724; 962.323; 337.351; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245120; 0.038; 0.026; 1.024; 0.945; 2.415; 172.550; -0.742; -0.013; -2.729; 962.327; 337.309; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245186; 0.032; 0.018; 0.982; 0.630; 1.890; 176.750; -0.742; -0.013; -2.729; 962.327; 337.299; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245230; 0.024; 0.012; 0.973; -0.280; 3.885; 179.445; -0.783; -0.069; -2.717; 962.363; 337.008; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245296; 0.024; 0.000; 0.955; -0.630; 5.495; 183.260; -0.839; -0.097; -2.717; 962.383; 336.857; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245340; 0.028; 0.004; 0.943; -0.875; 5.740; 185.955; -0.839; -0.097; -2.717; 962.383; 336.816; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245384; 0.017; 0.003; 0.939; -0.315; 7.000; 187.985; -0.839; -0.097; -2.717; 962.387; 336.777; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245450; 0.014; -0.000; 0.949; 0.420; 7.210; 192.710; -0.902; -0.112; -2.721; 962.406; 336.652; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245494; 0.006; -0.001; 0.956; -0.105; 6.475; 194.390; -0.963; -0.108; -2.720; 962.406; 336.613; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245538; 0.004; 0.001; 0.960; -0.665; 6.720; 205.555; -0.963; -0.108; -2.720; 962.450; 336.327; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245604; 0.010; -0.002; 0.996; -2.275; 6.720; 200.690; -1.024; -0.075; -2.722; 962.439; 336.306; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245648; -0.003; 0.010; 0.991; -3.500; 7.525; 202.755; -1.024; -0.075; -2.722; 962.439; 336.327; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245714; -0.005; 0.024; 1.006; -2.730; 8.960; 207.445; -1.067; -0.029; -2.738; 962.471; 336.068; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245758; -0.005; 0.012; 0.989; -2.625; 10.290; 209.160; -1.067; -0.029; -2.738; 962.471; 336.052; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245802; 0.006; 0.019; 0.989; -1.400; 11.690; 212.485; -1.100; 0.035; -2.741; 962.572; 335.223; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245868; 0.005; 0.028; 0.994; 0.980; 12.810; 214.340; -1.100; 0.035; -2.741; 962.585; 335.064; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245912; -0.012; 0.020; 1.023; 1.960; 13.580; 216.965; -1.095; 0.105; -2.740; 962.585; 335.057; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;245956; 0.006; 0.021; 1.006; 3.010; 13.300; 218.190; -1.095; 0.105; -2.740; 962.560; 335.260; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246022; 0.004; 0.014; 1.009; 4.480; 12.285; 221.445; -1.063; 0.173; -2.757; 962.658; 334.475; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246066; 0.010; 0.030; 1.009; 4.830; 11.725; 223.440; -1.063; 0.173; -2.757; 962.658; 334.425; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246154; 0.015; 0.032; 0.982; 4.935; 10.395; 224.455; -1.015; 0.206; -2.756; 962.603; 334.896; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246200; 0.003; 0.038; 0.958; 4.830; 10.360; 227.150; -0.954; 0.238; -2.764; 962.764; 333.586; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246244; 0.017; 0.041; 0.962; 5.075; 10.185; 227.430; -0.954; 0.238; -2.764; 962.651; 334.243; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246332; 0.029; 0.036; 0.958; 6.440; 9.905; 228.585; -0.884; 0.226; -2.758; 962.649; 334.495; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246398; 0.034; 0.029; 0.965; 6.615; 9.520; 229.845; -0.823; 0.200; -2.755; 962.649; 334.500; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246442; 0.029; 0.034; 0.962; 7.210; 8.960; 230.615; -0.823; 0.200; -2.755; 962.695; 334.122; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246530; 0.050; 0.019; 0.997; 5.215; 7.805; 233.275; -0.776; 0.139; -2.755; 962.641; 334.565; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246596; 0.047; 0.005; 1.009; 3.010; 7.560; 234.080; -0.761; 0.078; -2.749; 962.815; 333.148; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246684; 0.047; 0.016; 0.989; 2.555; 9.345; 234.045; -0.771; 0.015; -2.737; 962.744; 333.636; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246728; 0.045; 0.004; 1.009; 2.730; 10.850; 233.380; -0.771; 0.015; -2.737; 962.729; 333.768; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246772; 0.046; 0.006; 0.996; 2.835; 11.235; 233.555; -0.771; 0.015; -2.737; 962.729; 333.800; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246882; 0.040; -0.011; 1.008; 4.480; 11.865; 235.270; -0.862; -0.076; -2.733; 962.849; 332.700; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246926; 0.041; -0.017; 1.010; 4.445; 11.375; 237.930; -0.862; -0.076; -2.733; 962.849; 332.760; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;246970; 0.038; -0.014; 1.010; 4.340; 9.625; 238.455; -0.862; -0.076; -2.733; 962.880; 332.559; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247080; 0.015; -0.012; 0.976; 3.535; 8.225; 241.640; -0.928; -0.086; -2.728; 962.909; 332.255; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247124; 0.029; -0.021; 0.990; 2.660; 8.295; 242.375; -0.994; -0.064; -2.733; 962.975; 331.812; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247212; 0.007; -0.015; 0.965; 3.115; 8.785; 243.495; -1.050; -0.019; -2.737; 962.999; 331.510; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247256; 0.000; -0.013; 0.971; 2.765; 8.365; 245.490; -1.050; -0.019; -2.737; 962.999; 331.460; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247322; -0.000; -0.012; 0.961; 3.885; 7.455; 247.275; -1.082; 0.044; -2.741; 963.110; 330.553; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247410; 0.008; 0.006; 0.983; 3.045; 5.530; 248.570; -1.084; 0.124; -2.750; 963.099; 330.585; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247454; 0.013; 0.015; 0.990; 1.295; 4.935; 248.780; -1.084; 0.124; -2.750; 963.101; 330.574; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247498; 0.008; 0.024; 1.016; 0.420; 4.970; 248.115; -1.053; 0.182; -2.756; 963.101; 330.570; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247608; 0.004; 0.030; 1.037; -0.210; 7.175; 248.640; -0.999; 0.235; -2.753; 963.138; 330.421; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247655; 0.007; 0.029; 1.029; 0.140; 8.470; 249.655; -0.999; 0.235; -2.753; 963.138; 330.260; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247743; 0.020; 0.043; 1.033; 2.100; 10.080; 249.585; -0.929; 0.254; -2.752; 963.217; 329.572; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247787; 0.028; 0.026; 1.031; 2.730; 9.695; 247.695; -0.853; 0.241; -2.749; 963.277; 329.071; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247834; 0.024; 0.034; 1.039; 2.905; 9.030; 248.955; -0.853; 0.241; -2.749; 963.277; 329.039; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247900; 0.035; 0.022; 1.006; 2.240; 8.540; 245.945; -0.791; 0.191; -2.749; 963.287; 328.952; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;247966; 0.051; 0.025; 1.009; 1.575; 8.155; 245.630; -0.791; 0.191; -2.749; 963.300; 328.851; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248010; 0.053; 0.034; 1.011; 2.030; 8.750; 243.355; -0.749; 0.123; -2.742; 963.205; 329.464; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248076; 0.061; 0.015; 1.002; 1.820; 9.520; 242.900; -0.749; 0.048; -2.736; 963.205; 329.667; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248142; 0.061; 0.009; 1.008; 1.470; 10.290; 241.885; -0.742; 0.054; -2.736; 963.182; 329.864; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248208; 0.047; -0.001; 0.983; 2.415; 10.850; 240.380; -0.772; -0.025; -2.729; 963.244; 329.334; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248277; 0.048; -0.005; 0.958; 3.080; 10.675; 240.030; -0.825; -0.076; -2.727; 963.343; 328.524; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248321; 0.048; -0.004; 0.985; 2.870; 10.780; 238.980; -0.825; -0.076; -2.727; 963.343; 328.474; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248387; 0.033; -0.006; 0.978; 3.185; 10.255; 238.735; -0.889; -0.096; -2.727; 963.377; 328.177; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248453; 0.035; -0.013; 0.996; 3.360; 10.010; 237.860; -0.889; -0.096; -2.727; 963.375; 328.187; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248497; 0.031; -0.014; 0.974; 2.765; 8.680; 237.755; -0.971; -0.097; -2.734; 963.414; 327.937; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248563; 0.013; -0.011; 0.972; 3.220; 8.820; 237.055; -0.971; -0.097; -2.734; 963.414; 327.855; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248607; 0.023; -0.022; 0.980; 2.905; 8.540; 237.405; -1.033; -0.055; -2.732; 963.430; 327.716; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248695; 0.007; -0.013; 0.979; 4.025; 8.120; 236.880; -1.078; 0.006; -2.734; 963.445; 327.584; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248739; 0.000; -0.011; 0.967; 4.095; 7.525; 236.880; -1.078; 0.006; -2.734; 963.487; 327.307; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248783; 0.005; 0.005; 0.964; 4.165; 7.420; 238.035; -1.103; 0.083; -2.745; 963.487; 327.221; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248849; -0.004; 0.014; 1.002; 4.375; 6.860; 236.110; -1.103; 0.083; -2.745; 963.487; 327.213; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248915; 0.005; 0.008; 0.989; 4.270; 6.265; 235.830; -1.091; 0.149; -2.750; 963.606; 326.248; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;248960; -0.009; 0.021; 0.994; 4.200; 6.685; 234.815; -1.091; 0.149; -2.750; 963.606; 326.188; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249026; -0.001; 0.027; 1.005; 4.515; 8.120; 234.395; -1.049; 0.209; -2.751; 963.618; 326.078; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249070; 0.008; 0.027; 1.001; 5.075; 7.980; 233.310; -1.049; 0.209; -2.751; 963.548; 326.647; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249158; 0.007; 0.042; 1.007; 6.965; 6.965; 231.420; -0.987; 0.250; -2.759; 963.589; 326.352; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249202; 0.020; 0.031; 1.018; 6.020; 5.915; 230.300; -0.910; 0.253; -2.763; 963.589; 326.332; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249246; 0.020; 0.035; 0.999; 5.670; 5.880; 228.935; -0.910; 0.253; -2.763; 963.647; 325.859; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249312; 0.032; 0.034; 1.003; 4.235; 4.690; 226.240; -0.843; 0.228; -2.748; 963.675; 325.597; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249378; 0.038; 0.023; 1.009; 2.310; 3.745; 224.245; -0.788; 0.192; -2.749; 963.625; 325.908; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249422; 0.048; 0.034; 0.992; 0.945; 4.025; 223.125; -0.788; 0.192; -2.749; 963.625; 326.010; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249488; 0.044; 0.025; 0.989; 0.525; 4.620; 218.610; -0.753; 0.132; -2.745; 963.683; 325.541; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249554; 0.048; 0.020; 0.956; 0.105; 5.775; 215.040; -0.753; 0.132; -2.745; 963.709; 325.301; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249620; 0.045; 0.009; 0.950; 0.980; 5.950; 212.450; -0.753; 0.071; -2.746; 963.695; 325.378; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249664; 0.041; 0.017; 0.967; 0.455; 6.720; 210.280; -0.753; 0.071; -2.746; 963.695; 325.406; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249708; 0.044; 0.016; 0.965; 1.225; 6.790; 209.790; -0.765; 0.012; -2.744; 963.687; 325.463; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249774; 0.026; -0.004; 0.965; 1.330; 8.750; 206.325; -0.798; -0.039; -2.740; 963.713; 325.306; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249818; 0.045; 0.005; 0.963; 2.485; 8.225; 206.640; -0.798; -0.039; -2.740; 963.713; 325.252; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249862; 0.054; 0.007; 0.959; 3.045; 8.155; 204.925; -0.798; -0.039; -2.740; 963.795; 324.719; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249928; 0.040; -0.003; 0.951; 3.920; 7.140; 202.755; -0.849; -0.070; -2.732; 963.844; 324.222; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;249972; 0.031; -0.010; 0.973; 3.675; 7.000; 201.635; -0.908; -0.089; -2.727; 963.844; 324.119; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250038; 0.023; 0.000; 0.976; 3.325; 6.615; 199.255; -0.908; -0.089; -2.727; 963.797; 324.494; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250082; 0.016; -0.010; 0.973; 3.080; 6.300; 197.715; -0.965; -0.074; -2.729; 963.797; 324.517; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250126; -0.001; -0.003; 0.993; 1.680; 5.460; 196.280; -0.965; -0.074; -2.729; 963.951; 323.264; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250192; 0.001; 0.009; 1.006; 1.820; 7.105; 195.230; -1.015; -0.055; -2.738; 963.871; 323.838; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250236; -0.009; 0.020; 1.014; 2.555; 8.365; 193.585; -1.015; -0.055; -2.738; 963.871; 323.878; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250280; -0.008; 0.005; 1.011; 3.360; 9.065; 190.925; -1.054; -0.009; -2.735; 963.940; 323.314; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250346; -0.003; 0.026; 1.045; 4.515; 9.205; 189.630; -1.054; -0.009; -2.735; 963.922; 323.394; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250412; -0.012; 0.045; 1.039; 3.290; 7.875; 186.305; -1.081; 0.041; -2.744; 964.085; 322.370; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250456; -0.011; 0.040; 1.031; 2.275; 7.595; 183.120; -1.081; 0.041; -2.744; 964.085; 322.039; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250500; -0.004; 0.041; 1.027; 0.455; 7.630; 181.195; -1.081; 0.097; -2.751; 964.064; 322.155; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250566; 0.000; 0.046; 1.016; -1.120; 8.295; 178.290; -1.068; 0.146; -2.751; 964.064; 322.198; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250610; -0.014; 0.039; 1.016; -2.520; 9.240; 174.580; -1.068; 0.146; -2.751; 964.005; 322.686; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250654; -0.004; 0.044; 0.987; -2.625; 10.045; 171.745; -1.068; 0.146; -2.751; 964.088; 322.174; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250720; 0.005; 0.055; 0.991; -3.045; 9.905; 168.700; -1.035; 0.192; -2.758; 964.088; 321.998; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250764; -0.003; 0.050; 0.956; -3.640; 9.835; 166.495; -1.035; 0.192; -2.758; 964.094; 321.948; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250830; 0.019; 0.069; 0.939; -2.555; 8.470; 163.065; -0.995; 0.224; -2.759; 964.096; 321.929; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250874; 0.011; 0.061; 0.985; -2.555; 8.260; 169.435; -0.942; 0.241; -2.759; 964.096; 321.924; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250918; 0.001; 0.077; 1.000; -2.240; 8.295; 159.285; -0.942; 0.241; -2.759; 964.104; 321.861; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;250984; 0.029; 0.065; 0.995; -2.030; 6.685; 154.630; -0.885; 0.245; -2.763; 964.153; 321.536; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251050; 0.014; 0.076; 1.041; -1.610; 5.985; 150.115; -0.885; 0.245; -2.763; 964.259; 320.739; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251094; 0.026; 0.077; 1.026; -1.540; 5.215; 147.805; -0.844; 0.233; -2.760; 964.259; 320.522; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251160; 0.019; 0.070; 1.043; -0.735; 4.690; 142.205; -0.844; 0.233; -2.760; 964.223; 320.801; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251248; 0.031; 0.064; 1.060; 1.190; 3.885; 136.780; -0.796; 0.211; -2.757; 964.224; 320.813; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251292; 0.026; 0.076; 1.042; 2.135; 4.200; 133.210; -0.772; 0.180; -2.744; 964.258; 320.591; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251402; 0.042; 0.081; 1.042; 5.460; 4.865; 124.460; -0.752; 0.137; -2.747; 964.222; 320.810; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251446; 0.040; 0.078; 1.027; 6.020; 4.620; 119.945; -0.752; 0.137; -2.747; 964.222; 320.828; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251534; 0.049; 0.062; 1.036; 5.320; 3.920; 113.470; -0.736; 0.096; -2.740; 964.350; 319.866; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251622; 0.043; 0.061; 1.011; 2.240; 3.850; 105.525; -0.737; 0.050; -2.737; 964.374; 319.564; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251666; 0.047; 0.052; 1.021; 1.015; 4.515; 101.115; -0.739; 0.019; -2.728; 964.374; 319.514; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251710; 0.041; 0.067; 1.005; 0.350; 4.410; 97.020; -0.739; 0.019; -2.728; 964.310; 319.927; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251820; 0.031; 0.050; 0.998; -0.315; 3.920; 97.055; -0.753; -0.015; -2.721; 964.483; 318.586; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251864; 0.041; 0.045; 1.015; 0.105; 3.850; 85.925; -0.759; -0.036; -2.722; 964.548; 318.140; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251952; 0.038; 0.054; 1.011; 0.875; 1.330; 80.115; -0.759; -0.036; -2.722; 964.435; 318.735; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;251996; 0.050; 0.062; 1.006; 1.540; -0.210; 77.070; -0.786; -0.057; -2.717; 964.435; 318.965; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;252062; 0.034; 0.042; 1.011; 1.225; -0.560; 71.995; -0.801; -0.071; -2.716; 964.528; 318.185; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;252150; 0.026; 0.059; 1.016; 2.345; -1.365; 64.120; -0.801; -0.071; -2.716; 964.486; 318.534; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;252197; 0.031; 0.045; 1.044; 1.505; 0.105; 62.580; -0.820; -0.082; -2.725; 964.471; 318.661; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;252241; 0.028; 0.060; 1.050; 1.295; 1.190; 58.345; -0.820; -0.082; -2.725; 964.471; 318.669; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
DAT;252351; 0.029; 0.046; 1.094; 0.350; 4.970; 49.280; -0.840; -0.093; -2.716; 964.595; 317.774; -3; 480.251; 85; 3; 0; 0; 1; 0; 0; 0
